date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:21	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Jun%202018%2013:40:25%20GMT	https://securityawards.github.io/images/a5.jpg	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/securityawards.github.io/images/a5.jpg	(from http://6513.tilda.ws/page2756076.html)
15:43:21	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Jun%202018%2013:43:24%20GMT	https://securityawards.github.io/images/a1.jpg	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/securityawards.github.io/images/a1.23.delayed	(from http://6513.tilda.ws/page2756076.html)
15:43:22	1946727/1946727	U-----	200	untouched ('')	image/jpeg	date:Sun,%2003%20Jun%202018%2014:08:26%20GMT	http://designerr.net/images/a1.jpg	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/designerr.net/images/a1.jpg	(from http://6513.tilda.ws/page2756076.html)
15:43:29	819/819	U-----	200	untouched ('')	image/png	etag:%22008f3580b6c16d8902b62bf0982176c8%22	https://static.tildacdn.com/img/tildacopy.png	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/img/tildacopy.png	(from http://6513.tilda.ws/page2756076.html)
15:43:35	4079/4079	U-----	200	untouched ('')	application/javascript	etag:W/%225ad9b640-fef%22	https://stat.tildacdn.com/js/tildastat-0.2.min.js	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/stat.tildacdn.com/js/tildastat-0.2.min.js	(from http://6513.tilda.ws/page2756076.html)
15:43:40	1280527/1280527	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20Jun%202018%2011:07:50%20GMT	http://designerr.net/images/a5.jpg	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/designerr.net/images/a5.jpg	(from http://6513.tilda.ws/page2756076.html)
15:43:41	14255/14255	U--MCZ	200	updated ('OK')	text/html	etag:W/%22b41a76-37af-56b21786b82f8%22	http://6513.tilda.ws/	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/6513.tilda.ws/index.html	(from http://tilda.ws/project635029/tilda-blocks-2.7.js?t=1528292317)
15:43:41	5220/5220	U-----	200	untouched ('OK')	text/css	etag:W/%225adf6aed-1464%22	https://static.tildacdn.com/css/fonts-roboto.css	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/static.tildacdn.com/css/fonts-roboto.css	(from http://tilda.ws/project635029/tilda-blocks-2.12.css?t=1528292317)
15:43:42	14255/14255	U-----	200	untouched ('OK')	text/html	etag:W/%2237af-56b21786c0b41%22	http://6513.tilda.ws/%23!/tproduct/	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/6513.tilda.ws/#!/tproduct/index.html	(from http://tilda.ws/project635029/tilda-blocks-2.7.js?t=1528292317)
15:43:42	340/340	---M--	404	error ('Not%20Found')	text/html	etag:%2284271f-154-56d5bbe67c346%22	http://6513.tilda.ws/tilda/popup/	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/6513.tilda.ws/tilda/popup/index.html	(from http://tilda.ws/project635029/tilda-blocks-2.7.js?t=1528292317)
15:43:43	168548/168548	U--MCZ	200	updated ('OK')	text/css	date:Wed,%2006%20Jun%202018%2013:38:39%20GMT	http://tilda.ws/project635029/tilda-blocks-2.12.css?t=1525469207	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/tilda.ws/project635029/tilda-blocks-2.12a70d.css	(from http://6513.tilda.ws/page2760005.html)
15:43:44	54698/54698	U--MCZ	200	updated ('OK')	application/x-javascript	date:Wed,%2006%20Jun%202018%2013:38:39%20GMT	http://tilda.ws/project635029/tilda-blocks-2.7.js?t=1525469207	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/tilda.ws/project635029/tilda-blocks-2.7a70d.js	(from http://6513.tilda.ws/page2760005.html)
15:43:45	168548/168548	U--MCZ	200	updated ('OK')	text/css	date:Wed,%2006%20Jun%202018%2013:38:39%20GMT	http://tilda.ws/project635029/tilda-blocks-2.12.css?t=1525267693	C:/My%20Web%20Sites/http___6513.tilda.ws_page2756076.html/tilda.ws/project635029/tilda-blocks-2.12cbea.css	(from http://6513.tilda.ws/page2760063.html)
